created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1
9/20/2020 20:11,Uganda,301,37,Uganda,,0,MjapanMrasta,#Uganda,@clementaustin7 Retweeted #Uganda,1307774406001913857,Mrasta Mjapan,0,Politics,Uganda
9/20/2020 20:02,Uganda,1364,98,Uganda,,0,inamorata_xx,#Uganda,#ShoutOut to the recent visitors to my site from #US #UK #Australia #France #Belgium #Canada #Netherlands #Uganda #Mexico #Italy #Philippines #Spain #Brazil #PuertoRico #NewZealand  Thank you! Sending you Love and Light ❤🌎🕯 Visit again soon!  https://t.co/FwLj9wctS9 https://t.co/Q71LgVuANB,1307772015017971712,Inamorata ॐ BDay 10/04,0.8065,Politics,Uganda
9/20/2020 19:46,Uganda,735,480,Uganda,Rujumbura,0,besiandrew,#Uganda,"#MakerereFire Am hearing that the fire at our Makerere Main building has resumed ... This time from the council room.   Police's fire brigade has been recalled to what surely is now a ""scene of crime""!!  #UgandaNews  #Uganda  #Makerere https://t.co/mlcZyRgBxK",1307768018823516164,Besi Andrew,-0.3578,Politics,Uganda
9/20/2020 19:43,Uganda,349291,452,Uganda,Uganda,7,observerug,#Uganda,"Full speech: Museveni reopens Entebbe airport, schools for candidates. Schools to resume operations on October 15, 2020 https://t.co/U57dG1L4su #lockdown #Uganda https://t.co/AoUpJuIMyP",1307767422934568960,The Observer,0,Politics,Uganda
9/20/2020 19:42,Uganda,169,551,Uganda,Uganda,0,hakim_kaliisa,#Uganda,Let's us pick up our bags 🎒now and travel to embrace our beautiful country Uganda.   #TakeOnThePearl #RestartTourism #VisitUganda #Uganda #LakeMburoNationalPark #AdventureTime  https://t.co/2VKXwZCaFP #BookNow https://t.co/x5hyTMh730,1307767217338093568,khalifat Africa tours and travel,0.7351,Politics,Uganda
9/20/2020 19:37,Uganda,409,503,Uganda,,0,Tweetyb74282390,#Uganda,"#Uganda I would to say that am so happy to not hear of casualties in the fate of our beloved Institution...... So Dear Ugandans, What doesn’t kill you makes you Stronger!!!!Lets March on and fight for our utter Freedom. #VoteNUP #Protectyourvote #ThisisaRevolution",1307765779467776006,Tweetybird,0.8751,Politics,Uganda
9/20/2020 19:34,Uganda,674,4781,Uganda,"Kampala, Uganda",0,thetechsamya,#Uganda,"Did you know Kampala residents are breathing to death with infants at highest risk &amp; that #Airpollution is fuelling further breeding of poverty among the urban poor in #Uganda?? Any support to our project https://t.co/GuuNS9kg1k, is a step closer to achieving #CleanAirForAll. https://t.co/PPkONnxJaO",1307765181418811392,Michael Wanyama | #StandingUp #ForEveryChild🇺🇬🌍,-0.8767,Politics,Uganda
9/20/2020 19:30,Uganda,417129,1822,Uganda,Africa,0,allafrica,#Uganda,Records Destroyed As Fire Ravages Uganda's Makerere University @dailynation: https://t.co/97HAoC26x6 #Uganda https://t.co/JWkDYPlMim,1307763997861703680,allAfrica.com,-0.6808,Politics,Uganda
9/20/2020 19:26,Uganda,939,1327,Uganda,"Nottingham, England",0,KeelyMills,#Uganda,"I am extremely excited at the fact I will be returning to @BritGeoSurvey for the 1st time in 6 months on Monday. And even more excited that my 2 days in the office will be spent counting #diatoms from #Uganda - as a bonus, I might even have a 'real-life' coffee &amp; lunch :)",1307763164235341827,Keely Mills,0.8976,Politics,Uganda
9/20/2020 19:23,Uganda,243,571,Uganda,"Kampala, Uganda",1,remnantgnration,#Uganda,There is lack of good responsible fathers in the lives of the girls who have been abused&amp; the children they bring forth. Join us via our Facebook page to unveil our #FatherhoodAmbassadors on Sept 24  #FathersArise #betheirHero #Uganda #Children https://t.co/yQyoJGUusl,1307762200220663820,TheRemnantGeneration,0.6249,Politics,Uganda
9/20/2020 19:17,Uganda,498,282,Uganda,Worldwide ,1,dariustours,#Uganda,Entebbe international airport is finally open.  You are welcome our guests. #uganda is ready for you. https://t.co/aQh2tPxMB7,1307760820353466369,Darius Tours,0.6705,Politics,Uganda
9/20/2020 19:16,Uganda,38,116,Uganda,Uganda,0,KampalaTimes_,#Uganda,Second fire outbreak reported at @MakerereU main building #MakerereFire  #MakerereUniversityFire  #Uganda https://t.co/WkNeCMkTCN,1307760562089201665,Kampala Times,-0.34,Politics,Uganda
9/20/2020 19:15,Uganda,7140,3538,Uganda,,0,digitaldjeli,#Uganda,#Uganda What the hell is going on here? 🤔😷 https://t.co/OQWfovlgGv,1307760354777354242,digitaldjeli,-0.6808,Politics,Uganda
9/20/2020 19:09,Uganda,4254,337,Uganda,,1,Steve_RF,#Uganda,MUSEVENI: Schools re-open for finalists on October 15 #education #Uganda  https://t.co/GOUC3dXxTi,1307758788771033089,Steve D,0,Politics,Uganda
9/20/2020 19:00,Uganda,157,44,Uganda,,0,omujyasi,#Uganda,"One wonders why #Uganda keeps lagging behind, why the 72 hrs test now? there are advanced tests which provide #COVID-19 results in the course of 30 minutes. Apply the country resources to expedite the service delivery to both our people &amp; the foreigners. @MinofHealthUG @GovUganda https://t.co/UNdU8CwyEq",1307756508545839104,Omujyasi Guevara,-0.0258,Politics,Uganda
9/20/2020 18:54,Uganda,157,44,Uganda,,0,omujyasi,#Uganda,"A whole country with over 40 millions taxpayers can't afford to neutralize such a fire outbreak incident, seriously? What do u do with our money? Surprisingly u apply too much force when u re firing teargas at opposition rallies and protests. Who cursed our #Uganda? https://t.co/XsbESVnYOJ",1307755018204983306,Omujyasi Guevara,-0.6946,Politics,Uganda
9/20/2020 18:53,Uganda,3214,1035,Uganda,"Nairobi, Kenya",0,MwangiMaina_,#Uganda,"Bars, casinos &amp; cinemas ro remain closed in #Uganda, Schools to reopen for candidates in October.",1307754834448257025,Mwangi Maina,0,Politics,Uganda
9/20/2020 18:49,Uganda,55,15,Uganda,,0,LubegaBetty,#Uganda,@bnamaye1 @FredEnanga1 @OkothOchola1 Ohohoo!! Such kind of kleptocracy in #Uganda😵We are fed up.WHY? WHY @NRMOnline?  #TheSevoLiveShow #M7Address #MakerereFire https://t.co/FsbtUCOzrQ,1307753762090627075,Betty Lubega 🇺🇬,0,Politics,Uganda
9/20/2020 18:45,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,1.2m learners to return to school as Museveni relaxes virus restrictions | Daily Monitor https://t.co/X1VXm2dI0r #education #Uganda,1307752685383430144,Steve D,0.3612,Politics,Uganda
9/20/2020 18:43,Uganda,105,454,Uganda,"Johannesburg, South Africa",0,essynatukunda,#Uganda,"#Uganda the fire fighters car, what country is this? Are we in the 60s? #UgandaDecides2021 #UgandaWildnLIVE #UgandaNews",1307752234185359367,natukunda esther,-0.4515,Politics,Uganda
9/20/2020 18:42,Uganda,152,179,Uganda,"Washington, DC",2,ruky_kuky,#Uganda,@ntvuganda #Uganda gov't priorities:  ⚠️Teargas trucks over Fire trucks ⚠️Guns over medicine in gov't health facilities ⚠️Bribing politicians over paying teachers &amp; health workers Etc  This is doom!,1307751937123774464,Ruky Kuky,-0.6588,Politics,Uganda
9/20/2020 18:42,Uganda,1069,812,Uganda,Africa ,0,africa_links,#Uganda,"Saint John was also a marketing executive at Apple Music until June 2017, after joining the company in its acquisition of Beats Music. #Ghana #Kenya #Nigeria #Uganda #Namibia",1307751924637327360,Africalinks,0,Politics,Uganda
9/20/2020 18:38,Uganda,16080,7332,Uganda,North America ,0,Tkarera,#Uganda,#Uganda-#Tanzania oil pipeline threatens ‘disastrous’ #environmental consequences  The 2 countries signed a $3.5B deal to begin construction of an oil pipeline on September 13 – sparking a wave of outcry from environmental groups https://t.co/YF9dp6DeoN,1307751027874168838,Timothy Karera,-0.7096,Politics,Uganda
9/20/2020 18:35,Uganda,116,153,Uganda,"Kampala, Uganda",1,MicSafaris,#Uganda,"#Uganda will open International Airport and land borders for tourists, coming in and going out, provided they test negative 72 hours before arrival in Uganda and provided the tour operators ensure that the tourists do not mix with the Ugandans #TakeOnThePearl",1307750286497320960,Mic Tours & Travel,-0.2732,Politics,Uganda
9/20/2020 18:32,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,#M7Address #ReopeningSchools #Uganda #education thoughts? 🤔,1307749557112107008,Steve D,0,Politics,Uganda
9/20/2020 18:31,Uganda,16522,197,Uganda,Uganda,2,iam_judithheard,#Uganda,Thanks @KagutaMuseveni for opening the airport #Misseliteworld #Egypt 🇪🇬 #uganda is coming to take the crown 👑,1307749186331226113,JUDITH HEARD,0.4404,Politics,Uganda
9/20/2020 18:28,Uganda,3894,72,Uganda,Nairobi,1,BeingCharlie,#Uganda,"Schools in #Uganda  will re-open on October 15th for the candidate classes of P-7, S-4, S-6, finalists in tertiary colleges and finalists in universities.   #M7Address  #staysafeug  #COVID19",1307748598071820289,Sir Charles 🇰🇪,0,Politics,Uganda
9/20/2020 18:27,Uganda,1739,1033,Uganda,"Kampala,Uganda,East Africa",0,cbukuwa,#Uganda,Schools for me is a paado. @Comrade_Otoa @gmkatamba @msikhu #Uganda,1307748290881089537,#WashYourHands,0,Politics,Uganda
9/20/2020 18:27,Uganda,315,696,Uganda,Cameroon - France,1,RomualdYonga,#Uganda,"#Tanzania, #Rwanda and #Uganda to implement a single stock market https://t.co/Z1N4m42tVt",1307748136010612736,Romuald Yonga,0,Politics,Uganda
9/20/2020 18:25,Uganda,4254,337,Uganda,,1,Steve_RF,#Uganda,#Kenya #Uganda #schoolsreopening candidate and final year classes only ... 🇰🇪🇺🇬 #education https://t.co/I5GCki88l4,1307747770808365059,Steve D,0,Politics,Uganda
9/20/2020 18:22,Uganda,256618,1002,Uganda,Everywhere,10,kasujja,#Uganda,"Tourists/biz delegations going to #Uganda must be Covid negative 72 hrs before arrival. Driven from airport to hotels/events. No mixing with locals. We, Ugandans, won’t be quarantined but must provide contact details to Min of Health officials for follow up.",1307746955003596803,Alan Kasujja,-0.4497,Politics,Uganda
9/20/2020 18:13,Uganda,571,37,Uganda,Rwanda,1,NzabandoraJust1,#Uganda,"@Johnmugisha1 @Rugusuki @albcontact @KalindaMwene @KweziMama @CommandPostUG Lol.. #Uganda..... MPs and money is a little of understatement to a systemic norm in their entire leadership. To them money is like those important digestive enzymes in our bodies. Inseparable!   And I suppose in times of uncertainty, the appetite is higher.",1307744657175130112,Nzabandora Justin,0.2942,Politics,Uganda
9/20/2020 18:12,Uganda,0,5,Uganda,Haiti,0,JeremiahPlutt,#Uganda,"@JanetMuseveni Now Mama, what does some imaginary god have to do with it? Some lame maintenance or security guy started this fire by ignornce/negligence - not the first time, not the last. Schools have been burning in UG forever. Life is cheap in UG #Uganda",1307744517542604803,Jeremiah Plutt,-0.2617,Politics,Uganda
9/20/2020 18:11,Uganda,270,562,Uganda,"Kampala, Uganda",0,gibs256,#Uganda,Even when I agree that having only candidate classes in school will help with the social distancing as they can spread out in other empty classes...have we factored in the fact that the teachers may not be enough #M7Address #COVID19UG #Uganda,1307744123248685057,#WalkTheTalk,0.5267,Politics,Uganda
9/20/2020 18:10,Uganda,19,232,Uganda,,0,Jesjac,#Uganda,"Nawuutamu, then, ""we are waiting for the picture... I'm not leaving here....""  #M7Address #Uganda",1307744018088984576,Jesjac,0,Politics,Uganda
9/20/2020 18:07,Uganda,16080,7332,Uganda,North America ,0,Tkarera,#Uganda,"A fire has gutted an iconic building at #Uganda's #MakerereUniversity, which is a prominent landmark in the capital. Known as the ""Ivory Tower"", an overnight blaze has left its distinctive white walls with blue-shuttered windows blackened.  @BBCNews https://t.co/IVFyOqwCah",1307743134345048070,Timothy Karera,0.0516,Politics,Uganda
9/20/2020 18:02,Uganda,256618,1002,Uganda,Everywhere,25,kasujja,#Uganda,‘.. Kampala has taken the cup of promoting corona..you are 5% of the population but you are now responsible for more than 30% of the corona cases.. why? Indiscipline and confusion..’ @KagutaMuseveni #Uganda,1307742048477483010,Alan Kasujja,0.5719,Politics,Uganda
9/20/2020 18:02,Uganda,152,179,Uganda,"Washington, DC",0,ruky_kuky,#Uganda,@ntvuganda @KagutaMuseveni Where is the vaccine being developed in #Uganda?,1307741852016300038,Ruky Kuky,0,Politics,Uganda
9/20/2020 17:57,Uganda,1506,1453,Uganda,,0,IamGEOWISE,#Uganda,"We had essential workers, and now essential worshippers. Am just wondering how churches are gonna choose those 70 people to congregate 😂🤷🏽‍♂️🤦 #Uganda #COVID19 #WorshipGod",1307740742111186944,GEOWISE,0.2023,Politics,Uganda
9/20/2020 17:56,Uganda,1837,1956,Uganda,"Jinja & Entebbe, Uganda",1,GatelyUganda,#Uganda,Check our Accommodation's discounted room rates that comfortably suite your budget. Our restaurant services have been implacable #bestrates #accommondation #restarttourism #hotelroom #hotel #hotels #boutiqueHotels #entebbe #Uganda #tourism #Tours #tour #tourist #TourismMonth2020,1307740533364752389,Gately Inn Entebbe,0.4588,Politics,Uganda
9/20/2020 17:55,Uganda,1788,1334,Uganda,East Africa,0,iDEASUG,#Uganda,"Since outdoor sports are allowed, outdoor GYMS should also be allowed #M7Address ##Uganda",1307740080329588736,E. Otim,0,Politics,Uganda
9/20/2020 17:54,Uganda,256618,1002,Uganda,Everywhere,18,kasujja,#Uganda,‘..I know many #Uganda-ns like bars but you can get drunk at home..’ @KagutaMuseveni,1307739874745872387,Alan Kasujja,-0.3291,Politics,Uganda
9/20/2020 17:54,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,#schoolreopening #Uganda for finalists and candidate classes only from 15th October ... all other classes remain closed until January 2021 ... #education 👇 https://t.co/z1b936gGPH,1307739843406032899,Steve D,0,Politics,Uganda
9/20/2020 17:53,Uganda,1788,1334,Uganda,East Africa,0,iDEASUG,#Uganda,But gyms should have been allowed but clients have to book so that they are allowed in at different intervals to allow for time to disinfect #M7Address #Uganda,1307739616200531968,E. Otim,0.3291,Politics,Uganda
9/20/2020 17:52,Uganda,7140,3538,Uganda,,0,digitaldjeli,#Uganda,"#Uganda How do tourists 'not mix with Ugandans'?  What about tour guides, hotel and restaurant staff, market traders, taxi drivers, shopkeepers etc? https://t.co/NJ0QOFTWCh",1307739405113843714,digitaldjeli,0,Politics,Uganda
9/20/2020 17:50,Uganda,24996,5358,Uganda,Uganda,0,Jadwong,#Uganda,NEW #Uganda COVID-19 MEASURES ✳️ Schools to re-open for finalists ✳️ Border district restrictions ✳️ Curfew will be maintained ✳️ Places of worship to resume with SOPs ✳️ Sports reopen with no spectators,1307738893912018945,Louis Jadwong,0,Politics,Uganda
9/20/2020 17:49,Uganda,764,1087,Uganda,"Kampala, Uganda",0,Gablousmukiibi4,#Uganda,I continue to remind you that @HEBobiwine is the next president of #Uganda come 2021 @NUP_Ug the symbol is umbrella ☔️ https://t.co/KYQ7zUpupt,1307738599518097408,Chairman Gayaza,0,Politics,Uganda
9/20/2020 17:48,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,Apart from candidate classes returning 15th October 2020 the remaining children will not return to school until 2021 🤔 #education #Uganda ... that’s a long time to be out of school 🏫 🇺🇬,1307738323021164544,Steve D,0,Politics,Uganda
9/20/2020 17:47,Uganda,256618,1002,Uganda,Everywhere,29,kasujja,#Uganda,I can finally go home! #Uganda!,1307738243190919169,Alan Kasujja,0,Politics,Uganda
9/20/2020 17:44,Uganda,2294,4688,Uganda,Uganda,0,chrisaustria,#Uganda,"#Portraits in my city, Straight Outta Kampala 🇺🇬 #Uganda at Silver Springs Hotel with Irene Adeke #BeautifulPeople #Africa #photography https://t.co/GSgWQYyGMZ",1307737457790775297,Chris Austria,0.2263,Politics,Uganda
9/20/2020 17:44,Uganda,401,0,Uganda,Canada,0,IsmailiInfo,#Uganda,"A fire has gutted an iconic building at #Uganda's #MakerereUniversity, which is a prominent landmark in the capital. https://t.co/zzekYK2Ufh https://t.co/Ze7sEMUho5",1307737442733051904,Ismaili.Info,0.0516,Politics,Uganda
9/20/2020 17:44,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,MUSEVENI: Schools re-open for finalists on October 15 #education #Uganda  https://t.co/GOUC3dXxTi,1307737342162202624,Steve D,0,Politics,Uganda
9/20/2020 17:43,Uganda,152,179,Uganda,"Washington, DC",0,ruky_kuky,#Uganda,"@Lukbettinah ""Order from above"" has destroyed life and property in #Uganda 😵",1307737236734177283,Ruky Kuky,-0.4939,Politics,Uganda
9/20/2020 17:42,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,Governor schools to absorb private schools who close due to COVID-19 #education #Uganda #schoolsreopening 🤔.. #M7address,1307736979833081862,Steve D,0,Politics,Uganda
9/20/2020 17:42,Uganda,912,21,Uganda,"Kampala, Uganda",4,thebrink_news,#Uganda,"#TheBrinkNews I BREAKING! Museveni Allows Reopening of Schools For Candidates, Finalists  Read on https://t.co/6o4A98VgT1 via @thebrink_news #Uganda #UgandaNews #M7Address https://t.co/C01rQnaMyV",1307736968047079424,THE BRINK NEWS,0,Politics,Uganda
9/20/2020 17:41,Uganda,1788,1334,Uganda,East Africa,1,iDEASUG,#Uganda,Even when I agree that having only candidate classes in school will help with the social distancing as they can spread out in other empty classes...have we factored in the fact that the teachers may not be enough #M7Address #COVID19UG #Uganda,1307736763524427777,E. Otim,0.5267,Politics,Uganda
9/20/2020 17:41,Uganda,256618,1002,Uganda,Everywhere,7,kasujja,#Uganda,"“...If the batch of 2020 doesn’t move on, what will happen to the batch of 2021..” @KagutaMuseveni explaining why schools will reopen for candidate classes in primary, secondary and tertiary institutions. #Uganda",1307736734495637504,Alan Kasujja,0,Politics,Uganda
9/20/2020 17:41,Uganda,423,535,Uganda,"Kampala, Uganda",0,timmlwanga,#Uganda,Serenity is food for the soul #traveldiary #uganda #mothernature https://t.co/u82rrsWd5m,1307736578551316481,Timmlwanga 🇺🇬,0,Politics,Uganda
9/20/2020 17:40,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,"#education #Uganda Non-finalists will not return to a school until 2021 #schoolsreopening for candidate classes from now, 15th October 2020 🇺🇬",1307736511115333632,Steve D,0,Politics,Uganda
9/20/2020 17:39,Uganda,1788,1334,Uganda,East Africa,0,iDEASUG,#Uganda,#M7Address schools will open for finalists on October 15...why the choice of a Thursday...#Uganda #COVID19UG,1307736134601125893,E. Otim,0,Politics,Uganda
9/20/2020 17:33,Uganda,4254,337,Uganda,,0,Steve_RF,#Uganda,#M7address now #Uganda 🇺🇬 live NTV Uganda Live Stream - YouTube https://t.co/6CfgojoL2O,1307734754280828929,Steve D,0,Politics,Uganda
9/20/2020 17:32,Uganda,1575,1147,Uganda,,0,ShanaliaG23,#Uganda,#Uganda #MakerereUniversityFire: 'Ivory Tower' gutted https://t.co/gdQUlRkv0V,1307734365019844608,ShanaliaG,0,Politics,Uganda
9/20/2020 17:32,Uganda,80612,1117,Uganda,Uganda,2,ChimpReports,#Uganda,"Joshua Cheptegei Guns for 10,000m World Record in #Valencia  #ChimpReportsNews #Uganda #UgandaNews #Featured #Sports #Athletics @joshuacheptege1 @Official_UOC @Educ_SportsUg #M7Address #MakerereFire #SundayThoughts #News https://t.co/W73p0RAI8t",1307734342958018565,ChimpReports,0,Politics,Uganda
9/20/2020 17:30,Uganda,3936,257,Uganda,"Buganda, Uganda",4,BuffaloSoldierA,#Uganda,"Bannabuddu of #Uganda! 🤗 #Diaspora Abu Dhabi Committee, UAE &amp; others facilitated in the set up of the #NUP Office in KIFAMBA Sub-County, RAKAI District.  #NUP_Everywhere ☂️ #Everywhere_NUP #Kyagulanyi4President  #VoteNUP  #PeoplePower_OurPower✊ https://t.co/d8OOtbW33q",1307733924899172357,Buffalo Soldier🐃,0,Politics,Uganda
9/20/2020 17:28,Uganda,80612,1117,Uganda,Uganda,0,ChimpReports,#Uganda,Kyabazinga Launches New #Busoga Development Plan   #ChimpReportsNews #Uganda #UgandaNews #Featured @KingNadiopeIV @RebeccaKadagaUG @ESsekandi #M7Address #MakerereFire #SundayThoughts #News https://t.co/Y9lTvfn3pt https://t.co/imbYHaWaId,1307733413441531904,ChimpReports,0,Politics,Uganda
9/20/2020 17:27,Uganda,13,13,Uganda,Uganda,0,Wangoo10,#Uganda,✅Uganda General Elections - Post Independence ✔️𝐓𝐡𝐞 𝟔𝐭𝐡 #𝐔𝐠𝐚𝐧𝐝𝐚 #𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭𝐢𝐚𝐥 #𝐄𝐥𝐞𝐜𝐭𝐢𝐨𝐧 𝟐𝟎𝟏𝟏 - 𝐑𝐞𝐬𝐮𝐥𝐭𝐬 𝐌𝐚𝐫𝐫𝐞𝐝 𝐛𝐲 𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 𝐀𝐫𝐫𝐞𝐬𝐭𝐬 𝐨𝐟 𝐭𝐡𝐞 𝐎𝐩𝐩𝐨𝐬𝐢𝐭𝐢𝐨𝐧  #UG #UgVotes2021   https://t.co/WpXfWuM5qx,1307733177037971464,Wang-oo 🇺🇬❤️ for the People by the People,0,Politics,Uganda
9/20/2020 17:27,Uganda,1136,107,Uganda,,1,lilimobeth,#Uganda,#Uganda See screenshot below👇 https://t.co/51a7QygE86,1307733163397976070,Aubriana Aurora,0,Politics,Uganda
9/20/2020 17:26,Uganda,1161,1725,Uganda,,0,flyingeze,#Uganda,Uganda Makerere University’s ‘Ivory Tower’ Ravaged By Fire – Channels Television https://t.co/I2mVrSPECE #Channels #Fire #Ivory #Makerere #Ravaged #Television #Tower #Uganda #Universitys #News,1307732890663284736,Flying Eze,-0.34,Politics,Uganda
9/20/2020 17:23,Uganda,80612,1117,Uganda,Uganda,1,ChimpReports,#Uganda,Lord Mayor Race: Chameleone Dropped as Latif Bags NUP Flag  #ChimpReportsNews #Uganda #UgandaNews #Featured #Elections #UGDecides @NUP_Ug @JChameleone @HEBobiwine @JoelSsenyonyi #M7Address #MakerereFire #SundayThoughts #News https://t.co/QKNuMVktg1,1307732106710339584,ChimpReports,0,Politics,Uganda
9/20/2020 17:22,Uganda,2031,1267,Uganda,"Kampala,Uganda",0,DeoWalusimbi,#Uganda,"Together, we are #Uganda Together, we are #EastAfrica Together, we are #Africa Together, we are #World  Let's work for &amp; maintain  #Peace &amp; #Unity in #Diversity #PeaceDay @YALIRLCEA @A_Jiamini @RMalango2015 @RitaAciro @uwonet @TheWIPCentre @Victor_OCHEN @unwomenuganda @SDG2030",1307731952385093639,Deo Walusimbi,0,Politics,Uganda
9/20/2020 17:20,Uganda,80612,1117,Uganda,Uganda,1,ChimpReports,#Uganda,"Police Officer Shoots at Residents, Kills One in Sembabule  #ChimpReportsNews #Uganda #UgandaNews #Featured #Crime #GunShooting @PoliceUg @OkothOchola1 @AKasingye #M7Address #MakerereFire #SundayThoughts #News https://t.co/QO3YvNwu9v",1307731474913857536,ChimpReports,-0.5423,Politics,Uganda
9/20/2020 17:18,Uganda,76,102,Uganda,,0,STARTVUganda1,#Uganda,Happening Now: President @KagutaMuseveni address the nation about #COVID19 in #Uganda. CLICK to watch NOW: https://t.co/IlM90KETcF https://t.co/JGY69f4FiJ,1307730952148447233,STARTV Uganda,0,Politics,Uganda
9/20/2020 17:17,Uganda,24996,5358,Uganda,Uganda,1,Jadwong,#Uganda,LIVE: Museveni address on #COVID19 #Uganda  ✳️ Education ✳️ Religious activities ✳️ Airports ✳️ Borders https://t.co/kO0mg0LVpz https://t.co/kXgblHPWUh,1307730714708893697,Louis Jadwong,0,Politics,Uganda
9/20/2020 17:14,Uganda,1136,107,Uganda,,3,lilimobeth,#Uganda,"#Uganda NUP☂️--Northern Uganda Today, Mr. Oyeki Gerald unveiled over 200 Local Government candidates &amp; more than 10 parliamentary candidates in Lango sub-region. The party also received 6 new members. Read on👇 https://t.co/P98Emst5Cm",1307729907166838784,Aubriana Aurora,0.4019,Politics,Uganda
9/20/2020 17:14,Uganda,721,60,Uganda,"Dubai, United Arab Emirates",3,officialmed4y,#Uganda,I continue to remind you that @HEBobiwine is the next president of #Uganda come 2021 @NUP_Ug the symbol is umbrella ☔️ https://t.co/pfK2m1df4w,1307729824534978560,OFFICIALMED4Y,0,Politics,Uganda
9/20/2020 17:13,Uganda,175110,522,Uganda,"Kampala, Uganda",0,UGIndependent,#Uganda,LIVE: Museveni address on COVID-19 #Uganda https://t.co/n53sClGPBY,1307729688111054850,The Independent,0,Politics,Uganda
9/20/2020 17:11,Uganda,80612,1117,Uganda,Uganda,0,ChimpReports,#Uganda,#MakerereFire: @FDCOfficial1 Hits at @GovUganda Over Poorly Equipped @PoliceUg Fire Department  #ChimpReportsNews #Uganda #UgandaNews #Featured #IvoryTower @PatrickAmuriat @MakerereU @ProfNawangwe @Educ_SportsUg #M7Address #SundayThoughts #News https://t.co/TWT0r3qLVi,1307729171569930241,ChimpReports,-0.34,Politics,Uganda
9/20/2020 17:07,Uganda,80612,1117,Uganda,Uganda,0,ChimpReports,#Uganda,#MakerereFire: We Shall Restore Ivory Tower to Its Glory – VC Nawangwe   #ChimpReportsNews #Uganda #UgandaNews #Featured #IvoryTower @MakerereU @ProfNawangwe @Educ_SportsUg #M7Address #SundayThoughts #News https://t.co/5D9ACNAjjI https://t.co/AbS0JvusDA,1307728150860894209,ChimpReports,0.6908,Politics,Uganda
9/20/2020 17:02,Uganda,80612,1117,Uganda,Uganda,0,ChimpReports,#Uganda,#MakerereFire: Gen Muhoozi Roots for Speedy Probe  #ChimpReportsNews #Uganda #UgandaNews #Featured @mkainerugaba @MakerereU @ProfNawangwe @Educ_SportsUg #M7Address #SundayThoughts #News https://t.co/3188Lm6Dby https://t.co/1lRWb0k4YX,1307726963252043777,ChimpReports,0,Politics,Uganda
9/20/2020 17:01,Uganda,2326,250,Uganda,Africa,0,netbuzzafrica,#Uganda,Many countries in sub-Saharan Africa have made vaccination &amp; post-infection therapy available. Latest news from East Africa has more here 🗞️→ https://t.co/yFXm64aJ72 #northafrica #middleeast #Kenya #Tanzania #Uganda #Rwanda #Burundi #Eritrea #Ethiopia #NetbuzzAfrica #Somalia https://t.co/qPJpEOEMcI,1307726532673183751,Netbuzz Africa,0,Politics,Uganda
9/20/2020 17:00,Uganda,2745,1799,Uganda,"Cardiff, Wales",1,HubCymruAfrica,#Uganda,"Mental, neurological, &amp; substance use disorders are common in all regions of the world.  But most of the people affected, 75% in many low-income countries, don't have access to the treatment they need.  What can we learn from #Lesotho, #Uganda &amp; #Zanzibar? https://t.co/aZpRZCu2oi",1307726215948783617,Hub Cymru Africa,-0.1531,Politics,Uganda
9/20/2020 16:58,Uganda,80612,1117,Uganda,Uganda,0,ChimpReports,#Uganda,Photos: Massive Fire Ravages Makerere University Main Building  #ChimpReportsNews #Uganda #UgandaNews #Featured @MakerereU @ProfNawangwe   #M7Address #MakerereFire #SundayThoughts #News https://t.co/herkxh8Hgd,1307725792693096448,ChimpReports,-0.34,Politics,Uganda
9/20/2020 16:52,Uganda,814,201,Uganda,"Kampala, Uganda",1,spoutsimpact,#Uganda,"One Purifaaya XL provides water for 50 students, costing less than $2 per student. Donate now to provide water to schoolchildren in Uganda. #spouts #uganda https://t.co/UCgP5yxfiw",1307724437198966785,SPOUTS Impact,0,Politics,Uganda
9/20/2020 16:52,Uganda,80612,1117,Uganda,Uganda,0,ChimpReports,#Uganda,President Museveni Seeks New Polls in Nyabushozi  #ChimpReportsNews #Uganda #UgandaNews #Featured #NRMPrimaries @KagutaMuseveni @NRMOnline @WKajwengye @Col_FMwesigye #M7Address #SundayThoughts #News https://t.co/m5amaIyJaL,1307724264183865349,ChimpReports,0,Politics,Uganda
9/20/2020 16:50,Uganda,12659,4939,Uganda,Uganda,0,EndiroCoffee,#Uganda,"The Mzungu!  Our most popular breakfast combo is a playful celebration of the culinary history of #Uganda. Whether you want to eat ""local food"", global, or our favorite - ""global"" - The Pearl of Africa has some of the best food in the world.  https://t.co/VjP5qRreem",1307723709436878848,Endiro Coffee,0.9298,Politics,Uganda
